Enabling Source,Enabling Component,Enabling Component Description,Dependent Component,Dependent Component Description,Dependent Source,Linkage mandated by what US Code or OMB policy?,Enabling Source URL,Dependent Source URL,Enabling Source Agency,Dependent Source Agency,,,,,,,,,,,,,,,,,
Agricultural Marketing Service Strategic Plan 2020-2024,AMS SP 2022 PM Maintain efficient operations to keep costs below 1% of commodity value (2.2),AMS SP 2022 PM Maintain efficient operations to keep costs below 1% of commodity value (2.2),,,,,https://www.ams.usda.gov/sites/default/files/media/AMS_Strategic_Plan_2020_2024.pdf,,USDA,,,,,,,,,,,,,,,,,,
Agricultural Marketing Service Strategic Plan 2020-2024,"AMS SP 2022 PM Number of commodity standards that are revised, eliminated, improved or developed in order to maintain quality and accuracy (2.3)","AMS SP 2022 PM Number of commodity standards that are revised, eliminated, improved or developed in order to maintain quality and accuracy (2.3)",,,,,https://www.ams.usda.gov/sites/default/files/media/AMS_Strategic_Plan_2020_2024.pdf,,USDA,,,,,,,,,,,,,,,,,,
Agricultural Marketing Service Strategic Plan 2020-2024,AMS SP 2022 PM Number of complaints received each year:  Should decrease over time as the market continues to improve and self-regulate (3.1),AMS SP 2022 PM Number of complaints received each year:  Should decrease over time as the market continues to improve and self-regulate (3.1),,,,,https://www.ams.usda.gov/sites/default/files/media/AMS_Strategic_Plan_2020_2024.pdf,,USDA,,,,,,,,,,,,,,,,,,
Agricultural Marketing Service Strategic Plan 2020-2024,AMS SP 2022 PM Number of International Markets Reported (1.1),AMS SP 2022 PM Number of International Markets Reported (1.1),,,,,https://www.ams.usda.gov/sites/default/files/media/AMS_Strategic_Plan_2020_2024.pdf,,USDA,,,,,,,,,,,,,,,,,,
Agricultural Marketing Service Strategic Plan 2020-2024,AMS SP 2022 PM Number of locations with USWA Licenses (5.3),AMS SP 2022 PM Number of locations with USWA Licenses (5.3),,,,,https://www.ams.usda.gov/sites/default/files/media/AMS_Strategic_Plan_2020_2024.pdf,,USDA,,,,,,,,,,,,,,,,,,
Agricultural Marketing Service Strategic Plan 2020-2024,AMS SP 2022 PM Number of management reviews conducted every year (3.2),AMS SP 2022 PM Number of management reviews conducted every year (3.2),,,,,https://www.ams.usda.gov/sites/default/files/media/AMS_Strategic_Plan_2020_2024.pdf,,USDA,,,,,,,,,,,,,,,,,,
Agricultural Marketing Service Strategic Plan 2020-2024,"AMS SP 2022 PM Number of market development and architectural design projects
(1.2)","AMS SP 2022 PM Number of market development and architectural design projects
(1.2)",,,,,https://www.ams.usda.gov/sites/default/files/media/AMS_Strategic_Plan_2020_2024.pdf,,USDA,,,,,,,,,,,,,,,,,,
Agricultural Marketing Service Strategic Plan 2020-2024,AMS SP 2022 PM Number of memoranda of agreement with other agencies that lead to specific actions that improve the monitoring and oversight of organic industry (3.1),AMS SP 2022 PM Number of memoranda of agreement with other agencies that lead to specific actions that improve the monitoring and oversight of organic industry (3.1),,,,,https://www.ams.usda.gov/sites/default/files/media/AMS_Strategic_Plan_2020_2024.pdf,,USDA,,,,,,,,,,,,,,,,,,
Agricultural Marketing Service Strategic Plan 2020-2024,AMS SP 2022 PM Number of new hires against annual target (6.3),AMS SP 2022 PM Number of new hires against annual target (6.3),,,,,https://www.ams.usda.gov/sites/default/files/media/AMS_Strategic_Plan_2020_2024.pdf,,USDA,,,,,,,,,,,,,,,,,,
Agricultural Marketing Service Strategic Plan 2020-2024,AMS SP 2022 PM Number of releases per year to improve functionality for nonFederal Government users and customers (4.2),AMS SP 2022 PM Number of releases per year to improve functionality for nonFederal Government users and customers (4.2),,,,,https://www.ams.usda.gov/sites/default/files/media/AMS_Strategic_Plan_2020_2024.pdf,,USDA,,,,,,,,,,,,,,,,,,
Agricultural Marketing Service Strategic Plan 2020-2024,AMS SP 2022 PM Number of research and promotion standard operating procedures created or reviewed and updated (3.2),AMS SP 2022 PM Number of research and promotion standard operating procedures created or reviewed and updated (3.2),,,,,https://www.ams.usda.gov/sites/default/files/media/AMS_Strategic_Plan_2020_2024.pdf,,USDA,,,,,,,,,,,,,,,,,,
Agricultural Marketing Service Strategic Plan 2020-2024,"AMS SP 2022 PM Number of USDA Market News reports and data sets developed, enhanced, and reformed to better reflect current marketing channels and meet industry needs (1.1)","AMS SP 2022 PM Number of USDA Market News reports and data sets developed, enhanced, and reformed to better reflect current marketing channels and meet industry needs (1.1)",,,,,https://www.ams.usda.gov/sites/default/files/media/AMS_Strategic_Plan_2020_2024.pdf,,USDA,,,,,,,,,,,,,,,,,,
Agricultural Marketing Service Strategic Plan 2020-2024,AMS SP 2022 PM Number of USWA Licensed Warehouse Operators (5.3),AMS SP 2022 PM Number of USWA Licensed Warehouse Operators (5.3),,,,,https://www.ams.usda.gov/sites/default/files/media/AMS_Strategic_Plan_2020_2024.pdf,,USDA,,,,,,,,,,,,,,,,,,
Agricultural Marketing Service Strategic Plan 2020-2024,AMS SP 2022 PM Percent accuracy of grain inspection certificates (2.2),AMS SP 2022 PM Percent accuracy of grain inspection certificates (2.2),,,,,https://www.ams.usda.gov/sites/default/files/media/AMS_Strategic_Plan_2020_2024.pdf,,USDA,,,,,,,,,,,,,,,,,,
Agricultural Marketing Service Strategic Plan 2020-2024,AMS SP 2022 PM Percent in compliance with certification and accreditation criteria (3.1),AMS SP 2022 PM Percent in compliance with certification and accreditation criteria (3.1),,,,,https://www.ams.usda.gov/sites/default/files/media/AMS_Strategic_Plan_2020_2024.pdf,,USDA,,,,,,,,,,,,,,,,,,
Agricultural Marketing Service Strategic Plan 2020-2024,"AMS SP 2022 PM Percent of Agency funding used for development, modernization, and enhancement of information technology systems (6.2)","AMS SP 2022 PM Percent of Agency funding used for development, modernization, and enhancement of information technology systems (6.2)",,,,,https://www.ams.usda.gov/sites/default/files/media/AMS_Strategic_Plan_2020_2024.pdf,,USDA,,,,,,,,,,,,,,,,,,
Agricultural Marketing Service Strategic Plan 2020-2024,"AMS SP 2022 PM Percent of board submitted marketing plans, budgets, and budget amendments are reviewed and approved within 20 working days of receipt (3.2)","AMS SP 2022 PM Percent of board submitted marketing plans, budgets, and budget amendments are reviewed and approved within 20 working days of receipt (3.2)",,,,,https://www.ams.usda.gov/sites/default/files/media/AMS_Strategic_Plan_2020_2024.pdf,,USDA,,,,,,,,,,,,,,,,,,
Agricultural Marketing Service Strategic Plan 2020-2024,AMS SP 2022 PM Percent of covered commodities labeled in compliance at retail (5.4),AMS SP 2022 PM Percent of covered commodities labeled in compliance at retail (5.4),,,,,https://www.ams.usda.gov/sites/default/files/media/AMS_Strategic_Plan_2020_2024.pdf,,USDA,,,,,,,,,,,,,,,,,,
Agricultural Marketing Service Strategic Plan 2020-2024,AMS SP 2022 PM Percent of covered commodity suppliers in compliance with Country of Origin Labeling (3.3) ,AMS SP 2022 PM Percent of covered commodity suppliers in compliance with Country of Origin Labeling (3.3) ,,,,,https://www.ams.usda.gov/sites/default/files/media/AMS_Strategic_Plan_2020_2024.pdf,,USDA,,,,,,,,,,,,,,,,,,
Agricultural Marketing Service Strategic Plan 2020-2024,AMS SP 2022 PM Percent of CPS business processes and procurements that meet the needs of agricultural industries (4.1),AMS SP 2022 PM Percent of CPS business processes and procurements that meet the needs of agricultural industries (4.1),,,,,https://www.ams.usda.gov/sites/default/files/media/AMS_Strategic_Plan_2020_2024.pdf,,USDA,,,,,,,,,,,,,,,,,,
Agricultural Marketing Service Strategic Plan 2020-2024,"AMS SP 2022 PM Percent of fee grading services scheduled within 3 business days in order to ensure plants, or other facilities, can meet their obligations for graded product (2.2)","AMS SP 2022 PM Percent of fee grading services scheduled within 3 business days in order to ensure plants, or other facilities, can meet their obligations for graded product (2.2)",,,,,https://www.ams.usda.gov/sites/default/files/media/AMS_Strategic_Plan_2020_2024.pdf,,USDA,,,,,,,,,,,,,,,,,,
Agricultural Marketing Service Strategic Plan 2020-2024,AMS SP 2022 PM Percent of firms complying with EPIA and the Shell Egg Surveillance program (3.3),AMS SP 2022 PM Percent of firms complying with EPIA and the Shell Egg Surveillance program (3.3),,,,,https://www.ams.usda.gov/sites/default/files/media/AMS_Strategic_Plan_2020_2024.pdf,,USDA,,,,,,,,,,,,,,,,,,
Agricultural Marketing Service Strategic Plan 2020-2024,AMS SP 2022 PM Percent of full-time permanent employees with Individual Development Plans (6.1),AMS SP 2022 PM Percent of full-time permanent employees with Individual Development Plans (6.1),,,,,https://www.ams.usda.gov/sites/default/files/media/AMS_Strategic_Plan_2020_2024.pdf,,USDA,,,,,,,,,,,,,,,,,,
