external_id,question_1,positive_effectiveness,positive_ease,positive_efficiency,positive_transparency,positive_humanity,positive_employee,positive_other,negative_effectiveness,negative_ease,negative_efficiency,negative_transparency,negative_humanity,negative_employee,negative_other,question_4
121,Data 121-1,Data 121-2,Data 121-3,Data 121-4,Data 121-5,Data 121-6,Data 121-7,Data 121-8,Data 121-9,Data 121-10,Data 121-11,Data 121-12,Data 121-12,Data 121-12,Data 121-12,Data 121-12
122,Data 122-1,Data 122-2,Data 122-3,Data 122-4,Data 122-5,Data 122-6,Data 122-7,Data 122-8,Data 122-9,Data 122-10,Data 122-11,Data 122-12,Data 122-12,Data 122-12,Data 122-12,Data 122-12
123,Data 123-1,Data 123-2,Data 123-3,Data 123-4,Data 123-5,Data 123-6,Data 123-7,Data 123-8,Data 123-9,Data 123-10,Data 123-11,Data 123-12,Data 123-12,Data 123-12,Data 123-12,Data 123-12
124,Data 124-1,Data 124-2,Data 124-3,Data 124-4,Data 124-5,Data 124-6,Data 124-7,Data 124-8,Data 124-9,Data 124-10,Data 124-11,Data 124-12,Data 124-12,Data 124-12,Data 124-12,Data 124-12
125,Data 125-1,Data 125-2,Data 125-3,Data 125-4,Data 125-5,Data 125-6,Data 125-7,Data 125-8,Data 125-9,Data 125-10,Data 125-11,Data 125-12,Data 125-12,Data 125-12,Data 125-12,Data 125-12
126,Data 126-1,Data 126-2,Data 126-3,Data 126-4,Data 126-5,Data 126-6,Data 126-7,Data 126-8,Data 126-9,Data 126-10,Data 126-11,Data 126-12,Data 126-12,Data 126-12,Data 126-12,Data 126-12
127,Data 127-1,Data 127-2,Data 127-3,Data 127-4,Data 127-5,Data 127-6,Data 127-7,Data 127-8,Data 127-9,Data 127-10,Data 127-11,Data 127-12,Data 127-12,Data 127-12,Data 127-12,Data 127-12
128,Data 128-1,Data 128-2,Data 128-3,Data 128-4,Data 128-5,Data 128-6,Data 128-7,Data 128-8,Data 128-9,Data 128-10,Data 128-11,Data 128-12,Data 128-12,Data 128-12,Data 128-12,Data 128-12
129,Data 129-1,Data 129-2,Data 129-3,Data 129-4,Data 129-5,Data 129-6,Data 129-7,Data 129-8,Data 129-9,Data 129-10,Data 129-11,Data 129-12,Data 129-12,Data 129-12,Data 129-12,Data 129-12
130,Data 130-1,Data 130-2,Data 130-3,Data 130-4,Data 130-5,Data 130-6,Data 130-7,Data 130-8,Data 130-9,Data 130-10,Data 130-11,Data 130-12,Data 130-12,Data 130-12,Data 130-12,Data 130-12
131,Data 131-1,Data 131-2,Data 131-3,Data 131-4,Data 131-5,Data 131-6,Data 131-7,Data 131-8,Data 131-9,Data 131-10,Data 131-11,Data 131-12,Data 131-12,Data 131-12,Data 131-12,Data 131-12
132,Data 132-1,Data 132-2,Data 132-3,Data 132-4,Data 132-5,Data 132-6,Data 132-7,Data 132-8,Data 132-9,Data 132-10,Data 132-11,Data 132-12,Data 132-12,Data 132-12,Data 132-12,Data 132-12
133,Data 133-1,Data 133-2,Data 133-3,Data 133-4,Data 133-5,Data 133-6,Data 133-7,Data 133-8,Data 133-9,Data 133-10,Data 133-11,Data 133-12,Data 133-12,Data 133-12,Data 133-12,Data 133-12
134,Data 134-1,Data 134-2,Data 134-3,Data 134-4,Data 134-5,Data 134-6,Data 134-7,Data 134-8,Data 134-9,Data 134-10,Data 134-11,Data 134-12,Data 134-12,Data 134-12,Data 134-12,Data 134-12
135,Data 135-1,Data 135-2,Data 135-3,Data 135-4,Data 135-5,Data 135-6,Data 135-7,Data 135-8,Data 135-9,Data 135-10,Data 135-11,Data 135-12,Data 135-12,Data 135-12,Data 135-12,Data 135-12
136,Data 136-1,Data 136-2,Data 136-3,Data 136-4,Data 136-5,Data 136-6,Data 136-7,Data 136-8,Data 136-9,Data 136-10,Data 136-11,Data 136-12,Data 136-12,Data 136-12,Data 136-12,Data 136-12
137,Data 137-1,Data 137-2,Data 137-3,Data 137-4,Data 137-5,Data 137-6,Data 137-7,Data 137-8,Data 137-9,Data 137-10,Data 137-11,Data 137-12,Data 137-12,Data 137-12,Data 137-12,Data 137-12
138,Data 138-1,Data 138-2,Data 138-3,Data 138-4,Data 138-5,Data 138-6,Data 138-7,Data 138-8,Data 138-9,Data 138-10,Data 138-11,Data 138-12,Data 138-12,Data 138-12,Data 138-12,Data 138-12
139,Data 139-1,Data 139-2,Data 139-3,Data 139-4,Data 139-5,Data 139-6,Data 139-7,Data 139-8,Data 139-9,Data 139-10,Data 139-11,Data 139-12,Data 139-12,Data 139-12,Data 139-12,Data 139-12
140,Data 140-1,Data 140-2,Data 140-3,Data 140-4,Data 140-5,Data 140-6,Data 140-7,Data 140-8,Data 140-9,Data 140-10,Data 140-11,Data 140-12,Data 140-12,Data 140-12,Data 140-12,Data 140-12
141,Data 141-1,Data 141-2,Data 141-3,Data 141-4,Data 141-5,Data 141-6,Data 141-7,Data 141-8,Data 141-9,Data 141-10,Data 141-11,Data 141-12,Data 141-12,Data 141-12,Data 141-12,Data 141-12
142,Data 142-1,Data 142-2,Data 142-3,Data 142-4,Data 142-5,Data 142-6,Data 142-7,Data 142-8,Data 142-9,Data 142-10,Data 142-11,Data 142-12,Data 142-12,Data 142-12,Data 142-12,Data 142-12
143,Data 143-1,Data 143-2,Data 143-3,Data 143-4,Data 143-5,Data 143-6,Data 143-7,Data 143-8,Data 143-9,Data 143-10,Data 143-11,Data 143-12,Data 143-12,Data 143-12,Data 143-12,Data 143-12
144,Data 144-1,Data 144-2,Data 144-3,Data 144-4,Data 144-5,Data 144-6,Data 144-7,Data 144-8,Data 144-9,Data 144-10,Data 144-11,Data 144-12,Data 144-12,Data 144-12,Data 144-12,Data 144-12
145,Data 145-1,Data 145-2,Data 145-3,Data 145-4,Data 145-5,Data 145-6,Data 145-7,Data 145-8,Data 145-9,Data 145-10,Data 145-11,Data 145-12,Data 145-12,Data 145-12,Data 145-12,Data 145-12
146,Data 146-1,Data 146-2,Data 146-3,Data 146-4,Data 146-5,Data 146-6,Data 146-7,Data 146-8,Data 146-9,Data 146-10,Data 146-11,Data 146-12,Data 146-12,Data 146-12,Data 146-12,Data 146-12
147,Data 147-1,Data 147-2,Data 147-3,Data 147-4,Data 147-5,Data 147-6,Data 147-7,Data 147-8,Data 147-9,Data 147-10,Data 147-11,Data 147-12,Data 147-12,Data 147-12,Data 147-12,Data 147-12
148,Data 148-1,Data 148-2,Data 148-3,Data 148-4,Data 148-5,Data 148-6,Data 148-7,Data 148-8,Data 148-9,Data 148-10,Data 148-11,Data 148-12,Data 148-12,Data 148-12,Data 148-12,Data 148-12
149,Data 149-1,Data 149-2,Data 149-3,Data 149-4,Data 149-5,Data 149-6,Data 149-7,Data 149-8,Data 149-9,Data 149-10,Data 149-11,Data 149-12,Data 149-12,Data 149-12,Data 149-12,Data 149-12
150,Data 150-1,Data 150-2,Data 150-3,Data 150-4,Data 150-5,Data 150-6,Data 150-7,Data 150-8,Data 150-9,Data 150-10,Data 150-11,Data 150-12,Data 150-12,Data 150-12,Data 150-12,Data 150-12
151,Data 151-1,Data 151-2,Data 151-3,Data 151-4,Data 151-5,Data 151-6,Data 151-7,Data 151-8,Data 151-9,Data 151-10,Data 151-11,Data 151-12,Data 151-12,Data 151-12,Data 151-12,Data 151-12
152,Data 152-1,Data 152-2,Data 152-3,Data 152-4,Data 152-5,Data 152-6,Data 152-7,Data 152-8,Data 152-9,Data 152-10,Data 152-11,Data 152-12,Data 152-12,Data 152-12,Data 152-12,Data 152-12
153,Data 153-1,Data 153-2,Data 153-3,Data 153-4,Data 153-5,Data 153-6,Data 153-7,Data 153-8,Data 153-9,Data 153-10,Data 153-11,Data 153-12,Data 153-12,Data 153-12,Data 153-12,Data 153-12
154,Data 154-1,Data 154-2,Data 154-3,Data 154-4,Data 154-5,Data 154-6,Data 154-7,Data 154-8,Data 154-9,Data 154-10,Data 154-11,Data 154-12,Data 154-12,Data 154-12,Data 154-12,Data 154-12
155,Data 155-1,Data 155-2,Data 155-3,Data 155-4,Data 155-5,Data 155-6,Data 155-7,Data 155-8,Data 155-9,Data 155-10,Data 155-11,Data 155-12,Data 155-12,Data 155-12,Data 155-12,Data 155-12
156,Data 156-1,Data 156-2,Data 156-3,Data 156-4,Data 156-5,Data 156-6,Data 156-7,Data 156-8,Data 156-9,Data 156-10,Data 156-11,Data 156-12,Data 156-12,Data 156-12,Data 156-12,Data 156-12
157,Data 157-1,Data 157-2,Data 157-3,Data 157-4,Data 157-5,Data 157-6,Data 157-7,Data 157-8,Data 157-9,Data 157-10,Data 157-11,Data 157-12,Data 157-12,Data 157-12,Data 157-12,Data 157-12
158,Data 158-1,Data 158-2,Data 158-3,Data 158-4,Data 158-5,Data 158-6,Data 158-7,Data 158-8,Data 158-9,Data 158-10,Data 158-11,Data 158-12,Data 158-12,Data 158-12,Data 158-12,Data 158-12
159,Data 159-1,Data 159-2,Data 159-3,Data 159-4,Data 159-5,Data 159-6,Data 159-7,Data 159-8,Data 159-9,Data 159-10,Data 159-11,Data 159-12,Data 159-12,Data 159-12,Data 159-12,Data 159-12
160,Data 160-1,Data 160-2,Data 160-3,Data 160-4,Data 160-5,Data 160-6,Data 160-7,Data 160-8,Data 160-9,Data 160-10,Data 160-11,Data 160-12,Data 160-12,Data 160-12,Data 160-12,Data 160-12
161,Data 161-1,Data 161-2,Data 161-3,Data 161-4,Data 161-5,Data 161-6,Data 161-7,Data 161-8,Data 161-9,Data 161-10,Data 161-11,Data 161-12,Data 161-12,Data 161-12,Data 161-12,Data 161-12
162,Data 162-1,Data 162-2,Data 162-3,Data 162-4,Data 162-5,Data 162-6,Data 162-7,Data 162-8,Data 162-9,Data 162-10,Data 162-11,Data 162-12,Data 162-12,Data 162-12,Data 162-12,Data 162-12
163,Data 163-1,Data 163-2,Data 163-3,Data 163-4,Data 163-5,Data 163-6,Data 163-7,Data 163-8,Data 163-9,Data 163-10,Data 163-11,Data 163-12,Data 163-12,Data 163-12,Data 163-12,Data 163-12
164,Data 164-1,Data 164-2,Data 164-3,Data 164-4,Data 164-5,Data 164-6,Data 164-7,Data 164-8,Data 164-9,Data 164-10,Data 164-11,Data 164-12,Data 164-12,Data 164-12,Data 164-12,Data 164-12
165,Data 165-1,Data 165-2,Data 165-3,Data 165-4,Data 165-5,Data 165-6,Data 165-7,Data 165-8,Data 165-9,Data 165-10,Data 165-11,Data 165-12,Data 165-12,Data 165-12,Data 165-12,Data 165-12
166,Data 166-1,Data 166-2,Data 166-3,Data 166-4,Data 166-5,Data 166-6,Data 166-7,Data 166-8,Data 166-9,Data 166-10,Data 166-11,Data 166-12,Data 166-12,Data 166-12,Data 166-12,Data 166-12
167,Data 167-1,Data 167-2,Data 167-3,Data 167-4,Data 167-5,Data 167-6,Data 167-7,Data 167-8,Data 167-9,Data 167-10,Data 167-11,Data 167-12,Data 167-12,Data 167-12,Data 167-12,Data 167-12
168,Data 168-1,Data 168-2,Data 168-3,Data 168-4,Data 168-5,Data 168-6,Data 168-7,Data 168-8,Data 168-9,Data 168-10,Data 168-11,Data 168-12,Data 168-12,Data 168-12,Data 168-12,Data 168-12
169,Data 169-1,Data 169-2,Data 169-3,Data 169-4,Data 169-5,Data 169-6,Data 169-7,Data 169-8,Data 169-9,Data 169-10,Data 169-11,Data 169-12,Data 169-12,Data 169-12,Data 169-12,Data 169-12
170,Data 170-1,Data 170-2,Data 170-3,Data 170-4,Data 170-5,Data 170-6,Data 170-7,Data 170-8,Data 170-9,Data 170-10,Data 170-11,Data 170-12,Data 170-12,Data 170-12,Data 170-12,Data 170-12
171,Data 171-1,Data 171-2,Data 171-3,Data 171-4,Data 171-5,Data 171-6,Data 171-7,Data 171-8,Data 171-9,Data 171-10,Data 171-11,Data 171-12,Data 171-12,Data 171-12,Data 171-12,Data 171-12
172,Data 172-1,Data 172-2,Data 172-3,Data 172-4,Data 172-5,Data 172-6,Data 172-7,Data 172-8,Data 172-9,Data 172-10,Data 172-11,Data 172-12,Data 172-12,Data 172-12,Data 172-12,Data 172-12
173,Data 173-1,Data 173-2,Data 173-3,Data 173-4,Data 173-5,Data 173-6,Data 173-7,Data 173-8,Data 173-9,Data 173-10,Data 173-11,Data 173-12,Data 173-12,Data 173-12,Data 173-12,Data 173-12
174,Data 174-1,Data 174-2,Data 174-3,Data 174-4,Data 174-5,Data 174-6,Data 174-7,Data 174-8,Data 174-9,Data 174-10,Data 174-11,Data 174-12,Data 174-12,Data 174-12,Data 174-12,Data 174-12
175,Data 175-1,Data 175-2,Data 175-3,Data 175-4,Data 175-5,Data 175-6,Data 175-7,Data 175-8,Data 175-9,Data 175-10,Data 175-11,Data 175-12,Data 175-12,Data 175-12,Data 175-12,Data 175-12
176,Data 176-1,Data 176-2,Data 176-3,Data 176-4,Data 176-5,Data 176-6,Data 176-7,Data 176-8,Data 176-9,Data 176-10,Data 176-11,Data 176-12,Data 176-12,Data 176-12,Data 176-12,Data 176-12
177,Data 177-1,Data 177-2,Data 177-3,Data 177-4,Data 177-5,Data 177-6,Data 177-7,Data 177-8,Data 177-9,Data 177-10,Data 177-11,Data 177-12,Data 177-12,Data 177-12,Data 177-12,Data 177-12
178,Data 178-1,Data 178-2,Data 178-3,Data 178-4,Data 178-5,Data 178-6,Data 178-7,Data 178-8,Data 178-9,Data 178-10,Data 178-11,Data 178-12,Data 178-12,Data 178-12,Data 178-12,Data 178-12
179,Data 179-1,Data 179-2,Data 179-3,Data 179-4,Data 179-5,Data 179-6,Data 179-7,Data 179-8,Data 179-9,Data 179-10,Data 179-11,Data 179-12,Data 179-12,Data 179-12,Data 179-12,Data 179-12
180,Data 180-1,Data 180-2,Data 180-3,Data 180-4,Data 180-5,Data 180-6,Data 180-7,Data 180-8,Data 180-9,Data 180-10,Data 180-11,Data 180-12,Data 180-12,Data 180-12,Data 180-12,Data 180-12
181,Data 181-1,Data 181-2,Data 181-3,Data 181-4,Data 181-5,Data 181-6,Data 181-7,Data 181-8,Data 181-9,Data 181-10,Data 181-11,Data 181-12,Data 181-12,Data 181-12,Data 181-12,Data 181-12
182,Data 182-1,Data 182-2,Data 182-3,Data 182-4,Data 182-5,Data 182-6,Data 182-7,Data 182-8,Data 182-9,Data 182-10,Data 182-11,Data 182-12,Data 182-12,Data 182-12,Data 182-12,Data 182-12
183,Data 183-1,Data 183-2,Data 183-3,Data 183-4,Data 183-5,Data 183-6,Data 183-7,Data 183-8,Data 183-9,Data 183-10,Data 183-11,Data 183-12,Data 183-12,Data 183-12,Data 183-12,Data 183-12
184,Data 184-1,Data 184-2,Data 184-3,Data 184-4,Data 184-5,Data 184-6,Data 184-7,Data 184-8,Data 184-9,Data 184-10,Data 184-11,Data 184-12,Data 184-12,Data 184-12,Data 184-12,Data 184-12
185,Data 185-1,Data 185-2,Data 185-3,Data 185-4,Data 185-5,Data 185-6,Data 185-7,Data 185-8,Data 185-9,Data 185-10,Data 185-11,Data 185-12,Data 185-12,Data 185-12,Data 185-12,Data 185-12
186,Data 186-1,Data 186-2,Data 186-3,Data 186-4,Data 186-5,Data 186-6,Data 186-7,Data 186-8,Data 186-9,Data 186-10,Data 186-11,Data 186-12,Data 186-12,Data 186-12,Data 186-12,Data 186-12
187,Data 187-1,Data 187-2,Data 187-3,Data 187-4,Data 187-5,Data 187-6,Data 187-7,Data 187-8,Data 187-9,Data 187-10,Data 187-11,Data 187-12,Data 187-12,Data 187-12,Data 187-12,Data 187-12
188,Data 188-1,Data 188-2,Data 188-3,Data 188-4,Data 188-5,Data 188-6,Data 188-7,Data 188-8,Data 188-9,Data 188-10,Data 188-11,Data 188-12,Data 188-12,Data 188-12,Data 188-12,Data 188-12
189,Data 189-1,Data 189-2,Data 189-3,Data 189-4,Data 189-5,Data 189-6,Data 189-7,Data 189-8,Data 189-9,Data 189-10,Data 189-11,Data 189-12,Data 189-12,Data 189-12,Data 189-12,Data 189-12
190,Data 190-1,Data 190-2,Data 190-3,Data 190-4,Data 190-5,Data 190-6,Data 190-7,Data 190-8,Data 190-9,Data 190-10,Data 190-11,Data 190-12,Data 190-12,Data 190-12,Data 190-12,Data 190-12
191,Data 191-1,Data 191-2,Data 191-3,Data 191-4,Data 191-5,Data 191-6,Data 191-7,Data 191-8,Data 191-9,Data 191-10,Data 191-11,Data 191-12,Data 191-12,Data 191-12,Data 191-12,Data 191-12
192,Data 192-1,Data 192-2,Data 192-3,Data 192-4,Data 192-5,Data 192-6,Data 192-7,Data 192-8,Data 192-9,Data 192-10,Data 192-11,Data 192-12,Data 192-12,Data 192-12,Data 192-12,Data 192-12
193,Data 193-1,Data 193-2,Data 193-3,Data 193-4,Data 193-5,Data 193-6,Data 193-7,Data 193-8,Data 193-9,Data 193-10,Data 193-11,Data 193-12,Data 193-12,Data 193-12,Data 193-12,Data 193-12
194,Data 194-1,Data 194-2,Data 194-3,Data 194-4,Data 194-5,Data 194-6,Data 194-7,Data 194-8,Data 194-9,Data 194-10,Data 194-11,Data 194-12,Data 194-12,Data 194-12,Data 194-12,Data 194-12
195,Data 195-1,Data 195-2,Data 195-3,Data 195-4,Data 195-5,Data 195-6,Data 195-7,Data 195-8,Data 195-9,Data 195-10,Data 195-11,Data 195-12,Data 195-12,Data 195-12,Data 195-12,Data 195-12
196,Data 196-1,Data 196-2,Data 196-3,Data 196-4,Data 196-5,Data 196-6,Data 196-7,Data 196-8,Data 196-9,Data 196-10,Data 196-11,Data 196-12,Data 196-12,Data 196-12,Data 196-12,Data 196-12
197,Data 197-1,Data 197-2,Data 197-3,Data 197-4,Data 197-5,Data 197-6,Data 197-7,Data 197-8,Data 197-9,Data 197-10,Data 197-11,Data 197-12,Data 197-12,Data 197-12,Data 197-12,Data 197-12
198,Data 198-1,Data 198-2,Data 198-3,Data 198-4,Data 198-5,Data 198-6,Data 198-7,Data 198-8,Data 198-9,Data 198-10,Data 198-11,Data 198-12,Data 198-12,Data 198-12,Data 198-12,Data 198-12
199,Data 199-1,Data 199-2,Data 199-3,Data 199-4,Data 199-5,Data 199-6,Data 199-7,Data 199-8,Data 199-9,Data 199-10,Data 199-11,Data 199-12,Data 199-12,Data 199-12,Data 199-12,Data 199-12
200,Data 200-1,Data 200-2,Data 200-3,Data 200-4,Data 200-5,Data 200-6,Data 200-7,Data 200-8,Data 200-9,Data 200-10,Data 200-11,Data 200-12,Data 200-12,Data 200-12,Data 200-12,Data 200-12
201,Data 201-1,Data 201-2,Data 201-3,Data 201-4,Data 201-5,Data 201-6,Data 201-7,Data 201-8,Data 201-9,Data 201-10,Data 201-11,Data 201-12,Data 201-12,Data 201-12,Data 201-12,Data 201-12
202,Data 202-1,Data 202-2,Data 202-3,Data 202-4,Data 202-5,Data 202-6,Data 202-7,Data 202-8,Data 202-9,Data 202-10,Data 202-11,Data 202-12,Data 202-12,Data 202-12,Data 202-12,Data 202-12
203,Data 203-1,Data 203-2,Data 203-3,Data 203-4,Data 203-5,Data 203-6,Data 203-7,Data 203-8,Data 203-9,Data 203-10,Data 203-11,Data 203-12,Data 203-12,Data 203-12,Data 203-12,Data 203-12
204,Data 204-1,Data 204-2,Data 204-3,Data 204-4,Data 204-5,Data 204-6,Data 204-7,Data 204-8,Data 204-9,Data 204-10,Data 204-11,Data 204-12,Data 204-12,Data 204-12,Data 204-12,Data 204-12
205,Data 205-1,Data 205-2,Data 205-3,Data 205-4,Data 205-5,Data 205-6,Data 205-7,Data 205-8,Data 205-9,Data 205-10,Data 205-11,Data 205-12,Data 205-12,Data 205-12,Data 205-12,Data 205-12
206,Data 206-1,Data 206-2,Data 206-3,Data 206-4,Data 206-5,Data 206-6,Data 206-7,Data 206-8,Data 206-9,Data 206-10,Data 206-11,Data 206-12,Data 206-12,Data 206-12,Data 206-12,Data 206-12
207,Data 207-1,Data 207-2,Data 207-3,Data 207-4,Data 207-5,Data 207-6,Data 207-7,Data 207-8,Data 207-9,Data 207-10,Data 207-11,Data 207-12,Data 207-12,Data 207-12,Data 207-12,Data 207-12
208,Data 208-1,Data 208-2,Data 208-3,Data 208-4,Data 208-5,Data 208-6,Data 208-7,Data 208-8,Data 208-9,Data 208-10,Data 208-11,Data 208-12,Data 208-12,Data 208-12,Data 208-12,Data 208-12
209,Data 209-1,Data 209-2,Data 209-3,Data 209-4,Data 209-5,Data 209-6,Data 209-7,Data 209-8,Data 209-9,Data 209-10,Data 209-11,Data 209-12,Data 209-12,Data 209-12,Data 209-12,Data 209-12
210,Data 210-1,Data 210-2,Data 210-3,Data 210-4,Data 210-5,Data 210-6,Data 210-7,Data 210-8,Data 210-9,Data 210-10,Data 210-11,Data 210-12,Data 210-12,Data 210-12,Data 210-12,Data 210-12
211,Data 211-1,Data 211-2,Data 211-3,Data 211-4,Data 211-5,Data 211-6,Data 211-7,Data 211-8,Data 211-9,Data 211-10,Data 211-11,Data 211-12,Data 211-12,Data 211-12,Data 211-12,Data 211-12
212,Data 212-1,Data 212-2,Data 212-3,Data 212-4,Data 212-5,Data 212-6,Data 212-7,Data 212-8,Data 212-9,Data 212-10,Data 212-11,Data 212-12,Data 212-12,Data 212-12,Data 212-12,Data 212-12
213,Data 213-1,Data 213-2,Data 213-3,Data 213-4,Data 213-5,Data 213-6,Data 213-7,Data 213-8,Data 213-9,Data 213-10,Data 213-11,Data 213-12,Data 213-12,Data 213-12,Data 213-12,Data 213-12
214,Data 214-1,Data 214-2,Data 214-3,Data 214-4,Data 214-5,Data 214-6,Data 214-7,Data 214-8,Data 214-9,Data 214-10,Data 214-11,Data 214-12,Data 214-12,Data 214-12,Data 214-12,Data 214-12
215,Data 215-1,Data 215-2,Data 215-3,Data 215-4,Data 215-5,Data 215-6,Data 215-7,Data 215-8,Data 215-9,Data 215-10,Data 215-11,Data 215-12,Data 215-12,Data 215-12,Data 215-12,Data 215-12
216,Data 216-1,Data 216-2,Data 216-3,Data 216-4,Data 216-5,Data 216-6,Data 216-7,Data 216-8,Data 216-9,Data 216-10,Data 216-11,Data 216-12,Data 216-12,Data 216-12,Data 216-12,Data 216-12
217,Data 217-1,Data 217-2,Data 217-3,Data 217-4,Data 217-5,Data 217-6,Data 217-7,Data 217-8,Data 217-9,Data 217-10,Data 217-11,Data 217-12,Data 217-12,Data 217-12,Data 217-12,Data 217-12
218,Data 218-1,Data 218-2,Data 218-3,Data 218-4,Data 218-5,Data 218-6,Data 218-7,Data 218-8,Data 218-9,Data 218-10,Data 218-11,Data 218-12,Data 218-12,Data 218-12,Data 218-12,Data 218-12
219,Data 219-1,Data 219-2,Data 219-3,Data 219-4,Data 219-5,Data 219-6,Data 219-7,Data 219-8,Data 219-9,Data 219-10,Data 219-11,Data 219-12,Data 219-12,Data 219-12,Data 219-12,Data 219-12
220,Data 220-1,Data 220-2,Data 220-3,Data 220-4,Data 220-5,Data 220-6,Data 220-7,Data 220-8,Data 220-9,Data 220-10,Data 220-11,Data 220-12,Data 220-12,Data 220-12,Data 220-12,Data 220-12
221,Data 221-1,Data 221-2,Data 221-3,Data 221-4,Data 221-5,Data 221-6,Data 221-7,Data 221-8,Data 221-9,Data 221-10,Data 221-11,Data 221-12,Data 221-12,Data 221-12,Data 221-12,Data 221-12
222,Data 222-1,Data 222-2,Data 222-3,Data 222-4,Data 222-5,Data 222-6,Data 222-7,Data 222-8,Data 222-9,Data 222-10,Data 222-11,Data 222-12,Data 222-12,Data 222-12,Data 222-12,Data 222-12
223,Data 223-1,Data 223-2,Data 223-3,Data 223-4,Data 223-5,Data 223-6,Data 223-7,Data 223-8,Data 223-9,Data 223-10,Data 223-11,Data 223-12,Data 223-12,Data 223-12,Data 223-12,Data 223-12
224,Data 224-1,Data 224-2,Data 224-3,Data 224-4,Data 224-5,Data 224-6,Data 224-7,Data 224-8,Data 224-9,Data 224-10,Data 224-11,Data 224-12,Data 224-12,Data 224-12,Data 224-12,Data 224-12
225,Data 225-1,Data 225-2,Data 225-3,Data 225-4,Data 225-5,Data 225-6,Data 225-7,Data 225-8,Data 225-9,Data 225-10,Data 225-11,Data 225-12,Data 225-12,Data 225-12,Data 225-12,Data 225-12
226,Data 226-1,Data 226-2,Data 226-3,Data 226-4,Data 226-5,Data 226-6,Data 226-7,Data 226-8,Data 226-9,Data 226-10,Data 226-11,Data 226-12,Data 226-12,Data 226-12,Data 226-12,Data 226-12
227,Data 227-1,Data 227-2,Data 227-3,Data 227-4,Data 227-5,Data 227-6,Data 227-7,Data 227-8,Data 227-9,Data 227-10,Data 227-11,Data 227-12,Data 227-12,Data 227-12,Data 227-12,Data 227-12
228,Data 228-1,Data 228-2,Data 228-3,Data 228-4,Data 228-5,Data 228-6,Data 228-7,Data 228-8,Data 228-9,Data 228-10,Data 228-11,Data 228-12,Data 228-12,Data 228-12,Data 228-12,Data 228-12
229,Data 229-1,Data 229-2,Data 229-3,Data 229-4,Data 229-5,Data 229-6,Data 229-7,Data 229-8,Data 229-9,Data 229-10,Data 229-11,Data 229-12,Data 229-12,Data 229-12,Data 229-12,Data 229-12
230,Data 230-1,Data 230-2,Data 230-3,Data 230-4,Data 230-5,Data 230-6,Data 230-7,Data 230-8,Data 230-9,Data 230-10,Data 230-11,Data 230-12,Data 230-12,Data 230-12,Data 230-12,Data 230-12
231,Data 231-1,Data 231-2,Data 231-3,Data 231-4,Data 231-5,Data 231-6,Data 231-7,Data 231-8,Data 231-9,Data 231-10,Data 231-11,Data 231-12,Data 231-12,Data 231-12,Data 231-12,Data 231-12
232,Data 232-1,Data 232-2,Data 232-3,Data 232-4,Data 232-5,Data 232-6,Data 232-7,Data 232-8,Data 232-9,Data 232-10,Data 232-11,Data 232-12,Data 232-12,Data 232-12,Data 232-12,Data 232-12
233,Data 233-1,Data 233-2,Data 233-3,Data 233-4,Data 233-5,Data 233-6,Data 233-7,Data 233-8,Data 233-9,Data 233-10,Data 233-11,Data 233-12,Data 233-12,Data 233-12,Data 233-12,Data 233-12
234,Data 234-1,Data 234-2,Data 234-3,Data 234-4,Data 234-5,Data 234-6,Data 234-7,Data 234-8,Data 234-9,Data 234-10,Data 234-11,Data 234-12,Data 234-12,Data 234-12,Data 234-12,Data 234-12
235,Data 235-1,Data 235-2,Data 235-3,Data 235-4,Data 235-5,Data 235-6,Data 235-7,Data 235-8,Data 235-9,Data 235-10,Data 235-11,Data 235-12,Data 235-12,Data 235-12,Data 235-12,Data 235-12
236,Data 236-1,Data 236-2,Data 236-3,Data 236-4,Data 236-5,Data 236-6,Data 236-7,Data 236-8,Data 236-9,Data 236-10,Data 236-11,Data 236-12,Data 236-12,Data 236-12,Data 236-12,Data 236-12
237,Data 237-1,Data 237-2,Data 237-3,Data 237-4,Data 237-5,Data 237-6,Data 237-7,Data 237-8,Data 237-9,Data 237-10,Data 237-11,Data 237-12,Data 237-12,Data 237-12,Data 237-12,Data 237-12
238,Data 238-1,Data 238-2,Data 238-3,Data 238-4,Data 238-5,Data 238-6,Data 238-7,Data 238-8,Data 238-9,Data 238-10,Data 238-11,Data 238-12,Data 238-12,Data 238-12,Data 238-12,Data 238-12
239,Data 239-1,Data 239-2,Data 239-3,Data 239-4,Data 239-5,Data 239-6,Data 239-7,Data 239-8,Data 239-9,Data 239-10,Data 239-11,Data 239-12,Data 239-12,Data 239-12,Data 239-12,Data 239-12
240,Data 240-1,Data 240-2,Data 240-3,Data 240-4,Data 240-5,Data 240-6,Data 240-7,Data 240-8,Data 240-9,Data 240-10,Data 240-11,Data 240-12,Data 240-12,Data 240-12,Data 240-12,Data 240-12
241,Data 241-1,Data 241-2,Data 241-3,Data 241-4,Data 241-5,Data 241-6,Data 241-7,Data 241-8,Data 241-9,Data 241-10,Data 241-11,Data 241-12,Data 241-12,Data 241-12,Data 241-12,Data 241-12
